subject,subjectLabel,abstract
http://dbpedia.org/resource/Construction_waste,Construction waste,"Construction waste or debris is any kind of debris from the construction process. Different government agencies have clear definitions. For example, the United States Environmental Protection Agency EPA defines construction and demolition materials as “debris generated during the construction, renovation and demolition of buildings, roads, and bridges.” Additionally, the EPA has categorized Construction and Demolition (C&D) waste into three categories: non-dangerous, hazardous, and semi-hazardous. Construction and demolition materials are created during the process of creating a new building or structure or when renovating or demolishing an existing structure. These materials are usually heavy materials used in large volumes in modern construction, such as concrete, steel, wood, asphalt and gypsum. There is also waste generated in the form of paper during the construction phase in order for interested parties to share various types of information. Of total waste in the United States, 90% comes from the demolition of structures, while waste generated during construction accounts for less than 10%. Construction waste frequently includes small amount of hazardous materials that require they be disposed of differently than most construction waste, such as fluorescent lights, batteries, and other electrical equipment. When these waste products are created, they are dealt with by exporting to a landfill, recycling materials for new use, waste incineration, or direct reuse on site, through integration into construction or as fill dirt. In dealing with construction and demolition waste products, it is often hard to recycle and repurpose because of the cost of processing. Businesses recycling materials must compete with often the low cost of landfills and new construction commodities. Data provided by 24 states reported that solid waste from construction and demolition (C&D) accounts for 23% of total waste in the U.S. This is almost a quarter of the total solid waste produced by the United States, and it does not include the water polluted during construction and during the time a lot of this waste spends in a landfill leaching toxic chemicals into the surrounding environment. Results of a recent questionnaire demonstrate that although 95.71% of construction projects indicate that construction waste is problematic, only 57.14% of those companies collect any relevant data."
http://dbpedia.org/resource/Contained_earth,Contained earth,"Contained earth (CE) is a structurally designed natural building material that combines containment, inexpensive reinforcement, and strongly cohesive . CE is earthbag construction that can be calibrated for several seismic risk levels based on building soil strength and plan standards for adequate bracing. There is a recognized need for structural understanding of alternative building materials. Construction guidelines for CE are currently under development, based on the New Zealand's performance-based code for adobe and rammed earth. CE is differentiated from (CG) or (CS) by the use of damp, tamped, cured cohesive fill. CE can be modular, built in rice bag material containers, or solid, built in mesh tubing that allows earthen fill to solidify between courses. CG, filled with pumice or ordinary gravel and/ or small stones, is often used as water-resistant base walls under CE, which also provides an effective . Soilbags used mostly in horizontal applications by civil engineers contain loose fill which includes both CG and CS. CG courses, like soilbags, may contribute base isolation and/or vibration damping qualities, although out-of-plane strength needs research. For clarity, earthbag built with a low cohesion fill, or filled with dry soil that does not solidify, is not CE but CS. Uncured CE also performs structurally like CS."
http://dbpedia.org/resource/Copper_cladding,Copper cladding,"There are four main techniques used today in the UK and mainland Europe for copper cladding a building: 
* seamed-cladding (typically 0.7mm thick copper sheet on the facade): max 600mm by 4000mm 'seam centres'. 
* shingle-cladding (typically made from 0.7mm thick copper sheet): max 600mm by 4000mm 'seam centres'. 
* slot-in panels (typically made from 1.0mm thick copper sheet): max 350mm wide for 1.0mm, by nominal 4 m length. 
* cassettes (typically made from 1.0mm up to 1.5mm thick copper sheet): largest-format cladding elements, more subframing is needed: can be 900mm x nominal 4000mm length. When selecting size of a cladding element, take wind-loadings into account, and also consider the standard sizes available of the sheet (or coil) pre-material, to minimise material wastage through off-cuts. This helps to reduce costs. The choice of which system to use depends on the aesthetic effect required, and building geometry can also have an influence on the choice. Copper cladding is very durable, lightweight compared to other materials and techniques, and at the end of the building life is also 100% recyclable. Depending on metal prices, copper may be a very cost-effective cladding and roofing material. With good building design, materials choice and craftsmanship, copper roofing or facade cladding may be cheaper than slates or concrete tiles, especially when one takes into account the lasting colour, durability, maintenance-free and lightweight nature of the cladding. Because the UK code of practice for ""hard metal"" cladding (as opposed to lead cladding) is quite old – CP143: part 12 (1970) – the major manufacturers have to provide detailed technical advice and information for architects, designers and builders, and cultivate skilled installers with years of experience to draw on. Typically, an installer of hard metal roofing and cladding must put in around 8–10 years on-the-job in order to achieve a respectable experience on a work site."
http://dbpedia.org/resource/Corn_construction,Corn construction,"Corn construction refers to the use of corn (maize) in construction.The tassel, leaf, silk, cob in husks, and the stalk are the parts of corn.According to the Michigan Department of Agriculture, ""corn can be made into fuel, abrasives, solvents, charcoal, animal feed, bedding for animals, insulation, adhesives, and more. The kernel is used as oil, bran, starch, glutamates, animal feed, and solvents. The silk is combined with other parts of the corn plant to be used as part of animal feed, silage, and fuels. Husks are made into dolls and used as filling materials. The stalk is used to make paper, wallboard, silage, syrup, and rayon (artificial silk)."""
http://dbpedia.org/resource/Corrugated_galvanised_iron,Corrugated galvanised iron,"Corrugated galvanised iron or steel, colloquially corrugated iron (near universal), wriggly tin (taken from UK military slang), pailing (in Caribbean English), corrugated sheet metal (in North America) and occasionally abbreviated CGI is a building material composed of sheets of hot-dip galvanised mild steel, cold-rolled to produce a linear ridged pattern in them. Although it is still popularly called ""iron"" in the UK, the material used is actually steel (which is iron alloyed with carbon for strength, commonly 0.3% carbon), and only the surviving vintage sheets may actually be made up of 100% iron. The corrugations increase the bending strength of the sheet in the direction perpendicular to the corrugations, but not parallel to them, because the steel must be stretched to bend perpendicular to the corrugations. Normally each sheet is manufactured longer in its strong direction. CGI is lightweight and easily transported. It was and still is widely used especially in rural and military buildings such as sheds and water tanks. Its unique properties were used in the development of countries such as Australia from the 1840s, and it is still helping developing countries today. Corrugated galvanised iron is also called corrugated steel sheet or corrugated steel metal. This is used as a roof of trench for soldiers in the military to protect them from enemy's fire attack. It can also be used as the roof of the commander's post. The phrase ""Corrugated Steel Sheet"" was used in the book, ""Infantry Combat"", therefore, we can assume that corrugated galvanised iron is used as corrugated steel sheet in the military."
http://dbpedia.org/resource/Crushed_stone,Crushed stone,"Crushed stone or angular rock is a form of construction aggregate, typically produced by mining a suitable rock deposit and breaking the removed rock down to the desired size using crushers. It is distinct from naturally occurring gravel, which is produced by natural processes of weathering and erosion and typically has a more rounded shape."
http://dbpedia.org/resource/Marmorino,Marmorino,"Marmorino Veneziano is a type of plaster or stucco. It is based on calcium oxide and used for interior and exterior wall decorations. Marmorino plaster can be finished via multiple techniques for a variety of matte, satin, and glossy final effects. It was used as far back as Roman times, but was made popular once more during the Renaissance 500 years ago in Venice. Marmorino is made from crushed marble and lime putty, which can be tinted to give a wide range of colours. This can then be applied to make many textures, from polished marble to natural stone effects. Widely used in Italy, its appeal has spread through North America especially, but now worldwide. Because of the hours of workmanship, the pricing places it in the high-end market. However, many examples can be seen in public buildings, bars, restaurants, etc. Its waterproofing and antibacterial qualities as well as visual effects have also made it very desirable for luxury bathrooms, honeymoon bedrooms and other wet areas. Not confined to interior use, it can be seen on the exterior of many buildings to great effect."
http://dbpedia.org/resource/Martensitic_stainless_steel,Martensitic stainless steel,"Martensitic stainless steel is a type of stainless steel alloy that has a martensite crystal structure. It can be hardened and tempered through aging and heat treatment. The other main types of stainless steel are austenitic, ferritic, duplex, and precipitation hardened."
http://dbpedia.org/resource/Opus_signinum,Opus signinum,"Opus signinum ('cocciopesto' in modern Italian) is a building material used in ancient Rome. It is made of tiles broken up into very small pieces, mixed with mortar, and then beaten down with a rammer. Pliny the Elder in his Natural History describes its manufacture: ""Even broken pottery has been utilized; it being found that, beaten to powder, and tempered with lime, it becomes more solid and durable than other substances of a similar nature; forming the cement known as the ""Signine"" composition, so extensively employed for even making the pavements of houses."" Pliny's use of the term ""signine"" references ""Signia (modern Segni), the name of a town in Latium which was famous for its tiles."""
http://dbpedia.org/resource/Aquitaine_marble,Aquitaine marble,"Aquitaine Marble (also Aquitanian Marble, Celtic Marble (Latin: marmor celticum), and Grand Antique of Aubertin), is a prestigious marble, composed of clasts of black limestone and white calcite, quarried near Aubertin in France. The fault breccia from which it is extracted was formed at the end of the Cretaceous period following the corrugation that affected the Northern Pyrenean area about 65 million years ago. The marble was first quarried by the Romans in the third or fourth century and was exported in large quantities to Rome and Constantinople, primarily for decorative columns. Roman examples include the ciborium in Santa Cecilia and the candelabra of the Paschal candle in Santa Maria Maggiore. In Byzantium, the marble was used for decorative panels in Hagia Sophia. The quarry was subsequently closed, and the blocks already extracted were utilized for several churches, including St Peter's Basilica in Rome, St Mark's Basilica in Venice, and Westminster in London. The marble was widely used by Émile-Jacques Ruhlmann for fireplaces. Examples are also found in the Les Invalides, for the columns on the altar in the chapel and the tomb of Joseph Napoleon, and at Versailles. The quarry reopened in the nineteenth century but closed again in the early twentieth. 
* Tomb of Joseph Napoleon(Les Invalides) 
* Altar of the Madonna Nicopeia(St Mark's Basilica)"
http://dbpedia.org/resource/Batten,Batten,"A batten is most commonly a strip of solid material, historically wood but can also be of plastic, metal, or fiberglass. Battens are variously used in construction, sailing, and other fields. In the lighting industry, battens refer to linear light fittings. In the steel industry, battens used as furring may also be referred to as ""top hats"", in reference to the profile of the metal."
http://dbpedia.org/resource/Lunarcrete,Lunarcrete,"Lunarcrete, also known as ""mooncrete"", an idea first proposed by Larry A. Beyer of the University of Pittsburgh in 1985, is a hypothetical construction aggregate, similar to concrete, formed from lunar regolith, that would reduce the construction costs of building on the Moon. AstroCrete is a more general concept also applicable for Mars."
http://dbpedia.org/resource/Cadjan,Cadjan,"Cadjan are woven mats made from coconut palm leaves, used for roofing and walls. Cadjan houses were available in many Asian countries in past, but with development these houses are now limited to very rural areas in India, Sri Lanka and a few other Asian countries. 
* v 
* t 
* e"
http://dbpedia.org/resource/Cage,Cage,"A cage is an enclosure often made of mesh, bars, or wires, used to confine, contain or protect something or someone. A cage can serve many purposes, including keeping an animal or person in captivity, capturing an animal or person, and displaying an animal at a zoo."
http://dbpedia.org/resource/Calcium_aluminate_cements,Calcium aluminate cements,"Calcium aluminate cements are cements consisting predominantly of hydraulic calcium aluminates. Alternative names are ""aluminous cement"", ""high-alumina cement"" and ""Ciment fondu"" in French. They are used in a number of small-scale, specialized applications."
http://dbpedia.org/resource/Chinese_glazed_roof_tile,Chinese glazed roof tile,"Glazed tiles (Chinese: 琉璃瓦) have been used in China since the Zhou Dynasty (c. 1046 – 256 BC) as a material for roofs. During the Song Dynasty, the manufacture of glazed tiles was standardized in Li Jie's Architecture Standard. In the Ming Dynasty and Qing Dynasty, glazed tiles became ever more popular for top-tier buildings, including palace halls in the Forbidden City, and ceremonial temples (for example the Heavenly Temple). There are two main types of Chinese glazed tiles: glazed tubular tile and glazed plate tile. Glazed tubular tiles (see monk and nun) are moulded into tube shape on a wooden mould, then cut into halves along their length, producing two tubular tiles, each semicircular in section. A tube-shaped clay mould can be cut into four equal parts, with a cross section of a quarter of a circle, then glazed into a four plate tile. Glazed plate tiles are laid side by side across and overlapping each other. In the Song Dynasty, the standard overlap was forty percent, which increased to seventy percent in the Qing dynasty. With the Song-style forty-percent overlap, it was not possible to have triple tile overlap, as there was a twenty-percent gap between the first plate tile and the third plate tile. Hence, if a crack developed in the second tile, water leakage was inevitable. On the other hand, with the Qing dynasty style seventy-percent overlapping, the first plate tile was overlapped seventy percent, forty percent, and ten percent by the second, third and fourth tiles, respectively; thus even if the second and the third tiles developed cracks, there would be no leakage. Glazed tubular tiles used at the eave edge have an outer end made into a round shape top, often moulded with the pattern of dragon. Eave-edge plate tiles have their outer edges decorated with triangles, to facilitate rain-shedding."
http://dbpedia.org/resource/Chipseal,Chipseal,"Chipseal (also chip seal or chip and seal) is a pavement surface treatment that combines one or more layer(s) of asphalt with one or more layer(s) of fine aggregate. In the United States, chipseals are typically used on rural roads carrying lower traffic volumes, and the process is often referred to as asphaltic surface treatment. This type of surface has a variety of other names including tar-seal or tarseal, tar and chip, sprayed seal or surface dressing. In Australia, chipseal roads are common, including usage on major highways"
http://dbpedia.org/resource/Stone_sealer,Stone sealer,"Stone sealing is the application of a surface treatment to products constructed of natural stone to retard staining and corrosion. All bulk natural stone is riddled with interconnected capillary channels that permit penetration by liquids and gases. This is true for igneous rock types such as granite and basalt, metamorphic rocks such as marble and slate, and sedimentary rocks such as limestone, travertine, and sandstone. These porous channels act like a sponge, and capillary action draws in liquids over time, along with any dissolved salts and other solutes. Very porous stone, such as sandstone absorb liquids relatively quickly, while denser igneous stones such as granite are significantly less porous; they absorb smaller volumes, and more slowly, especially when absorbing viscous liquids."
http://dbpedia.org/resource/Strobilanthes_callosa,Strobilanthes callosa,"Strobilanthes callosa (Synonym: Carvia callosa (Nees) Bremek) is a shrub found mainly in the low lying hills of the Western Ghats, all along the west coast of India. Its standardized Hindi name is maruadona (मरुआदोना) which it is called in the state of Madhya Pradesh where it is also found. In the state of Maharashtra, in the Marathi language, and other local dialects and in the neighboring state of Karnataka, the shrub is locally known as karvi (कारवी), sometimes spelled in English as karvy. This shrub belongs to the genus Strobilanthes which was first scientifically described by Nees in the 19th century. The genus has around 350 species, of which at least 46 are found in India. Because most of these species show an unusual flowering behaviour, varying from annual to 16-year blooming cycles, there is often confusion on the national scale about which plant is flowering."
http://dbpedia.org/resource/Clay_panel,Clay panel,"Clay panel or clay board (also known as loam panel, clay wallboard, clay building board, or clay building panel) is a panel made of clay with some additives. The clay is mixed with sand, water, and fiber, typically wood fiber, and sometimes other additives like starch. Most often this means employing the use of high-cellulose waste fibres. To improve the breaking resistance clay boards are often embedded in a hessian skin on the backside or similar embeddings. By introducing the clay panels, the building material loam can also be used in dry construction. Clay wallboards are a sustainable alternative to gypsum plasterboards, suitable for drywall applications for interior walls and ceilings. It can be applied to either timber or metal studwork. Usually the application of clay boards is completed with clay finishing plaster."
http://dbpedia.org/resource/Composite_construction,Composite construction,"Composite construction is a generic term to describe any building construction involving multiple dissimilar materials. Composite construction is often used in building aircraft, watercraft, and building construction. There are several reasons to use composite materials including increased strength, aesthetics, and environmental sustainability."
http://dbpedia.org/resource/Composite_lumber,Composite lumber,"Composite lumber is a material that is a mixture of wood fiber, plastic, and some type of binding agent. These ingredients are put together to form a material that is denser, stronger, and heavier than wood alone, a wood-plastic composite."
http://dbpedia.org/resource/Felt,Felt,"Felt is a textile material that is produced by matting, condensing and pressing fibers together. Felt can be made of natural fibers such as wool or animal fur, or from synthetic fibers such as petroleum-based acrylic or acrylonitrile or wood pulp–based rayon. Blended fibers are also common. Natural fibre felt has special properties that allow it to be used for a wide variety of purposes. ""It is fire-retardant and self-extinguishing; it dampens vibration and absorbs sound; and it can hold large amounts of fluid without feeling wet..."""
http://dbpedia.org/resource/Furring,Furring,"In construction, furring (furring strips) are strips of wood or other material applied to a structure to level or raise the surface, to prevent dampness, to make space for insulation, to level and resurface ceilings or walls, or to increase the beam of a wooden ship. Furring refers to the process of installing the strips and to the strips themselves. Firring is a U.K. term for wood strips which are usually 50 mm wide, tapered and fixed above wood roof joists to provide drainage falls below roof boarding. Furring strips themselves are typically referred to as battens in the U.K. and sometimes the material is called strapping in the U.S."
http://dbpedia.org/resource/Harling_(wall_finish),Harling (wall finish),"Harling is a rough-cast wall finish consisting of lime and aggregate, known for its rough texture. Many castles and other buildings in Scotland and Ulster have walls finished with harling. It is also used on contemporary buildings, where it protects against the wet Scottish and Ulster climates and eliminates the need for paint."
http://dbpedia.org/resource/Hempcrete,Hempcrete,"Hempcrete or hemplime is biocomposite material, a mixture of hemp hurds (shives) and lime, sand, or pozzolans, which is used as a material for construction and insulation. It is marketed under names like Hempcrete, Canobiote, Canosmose, Isochanvre and IsoHemp. Hempcrete is easier to work with than traditional lime mixes and acts as an insulator and moisture regulator. It lacks the brittleness of concrete and consequently does not need expansion joints. The result is a lightweight insulating material ideal for most climates as it combines insulation and thermal mass."
http://dbpedia.org/resource/Housewrap,Housewrap,"Housewrap (or house wrap), also known by the genericized trademark homewrap (or home wrap), generally denotes a modern synthetic material used to protect buildings. Housewrap functions as a weather-resistant barrier, preventing rain or other forms of moisture from getting into the wall assembly while allowing water vapor to pass to the exterior. If moisture from either direction is allowed to build up within stud or cavity walls, mold and rot can set in and fiberglass or cellulose insulation will lose its R-value due to heat-conducting moisture. House wrap may also serve as an air barrier if it is sealed carefully at seams. Housewrap is a replacement for the older tar paper or asphalt saturated felt on walls. It is lighter in weight, available in much wider rolls, and both faster and easier to apply."
http://dbpedia.org/resource/Pavement_(architecture),Pavement (architecture),"Pavement, in construction, is an outdoor floor or superficial surface covering. Paving materials include asphalt, concrete, stones such as flagstone, cobblestone, and setts, artificial stone, bricks, tiles, and sometimes wood. In landscape architecture, pavements are part of the hardscape and are used on sidewalks, road surfaces, patios, courtyards, etc. The term pavement comes from Latin pavimentum, meaning a floor beaten or rammed down, through Old French pavement. The meaning of a beaten-down floor was obsolete before the word entered English. Pavement, in the form of beaten gravel, dates back before the emergence of anatomically modern humans. Pavement laid in patterns like mosaics were commonly used by the Romans."
http://dbpedia.org/resource/Plaster,Plaster,"Plaster is a building material used for the protective or decorative coating of walls and ceilings and for moulding and casting decorative elements. In English, ""plaster"" usually means a material used for the interiors of buildings, while ""render"" commonly refers to external applications. Another imprecise term used for the material is stucco, which is also often used for plasterwork that is worked in some way to produce relief decoration, rather than flat surfaces. The most common types of plaster mainly contain either gypsum, lime, or cement, but all work in a similar way. The plaster is manufactured as a dry powder and is mixed with water to form a stiff but workable paste immediately before it is applied to the surface. The reaction with water liberates heat through crystallization and the hydrated plaster then hardens. Plaster can be relatively easily worked with metal tools and sandpaper and can be moulded, either on site or in advance, and worked pieces can be put in place with adhesive. Plaster is suitable for finishing rather than load-bearing, and when thickly applied for decoration may require a hidden supporting framework, usually in metal. Forms of plaster have several other uses. In medicine, plaster orthopedic casts are still often used for supporting set broken bones. In dentistry, plaster is used to make dental models by pouring the material into dental impressions. Various types of models and moulds are made with plaster. In art, lime plaster is the traditional matrix for fresco painting; the pigments are applied to a thin wet top layer of plaster and fuse with it so that the painting is actually in coloured plaster. In the ancient world, as well as the sort of ornamental designs in plaster relief that are still used, plaster was also widely used to create large figurative reliefs for walls, though few of these have survived."
http://dbpedia.org/resource/Prestressed_concrete,Prestressed concrete,"Prestressed concrete is a form of concrete used in construction. It is substantially ""prestressed"" (compressed) during production, in a manner that strengthens it against tensile forces which will exist when in service. This compression is produced by the tensioning of high-strength ""tendons"" located within or adjacent to the concrete and is done to improve the performance of the concrete in service. Tendons may consist of single wires, multi-wire strands or threaded bars that are most commonly made from high-tensile steels, carbon fiber or aramid fiber. The essence of prestressed concrete is that once the initial compression has been applied, the resulting material has the characteristics of high-strength concrete when subject to any subsequent compression forces and of ductile high-strength steel when subject to tension forces. This can result in improved structural capacity and/or serviceability compared with conventionally reinforced concrete in many situations. In a prestressed concrete member, the internal stresses are introduced in a planned manner so that the stresses resulting from the imposed loads are counteracted to the desired degree. Prestressed concrete is used in a wide range of building and civil structures where its improved performance can allow for longer spans, reduced structural thicknesses, and material savings compared with simple reinforced concrete. Typical applications include high-rise buildings, residential slabs, foundation systems, bridge and dam structures, silos and tanks, industrial pavements and nuclear containment structures. First used in the late-nineteenth century, prestressed concrete has developed beyond pre-tensioning to include post-tensioning, which occurs after the concrete is cast. Tensioning systems may be classed as either monostrand, where each tendon's strand or wire is stressed individually, or multi-strand, where all strands or wires in a tendon are stressed simultaneously. Tendons may be located either within the concrete volume (internal prestressing) or wholly outside of it (external prestressing). While pre-tensioned concrete uses tendons directly bonded to the concrete, post-tensioned concrete can use either bonded or unbonded tendons."
http://dbpedia.org/resource/Structural_insulated_panel,Structural insulated panel,"A structural insulated panel, or structural insulating panel, (SIP), is a form of sandwich panel used in the construction industry. SIP is a sandwich structured composite, consisting of an insulating layer of rigid core sandwiched between two layers of structural board, used as a building material. The board can be sheet metal, plywood, cement, magnesium oxide board (MgO) or oriented strand board (OSB), and the core can either be expanded polystyrene foam (EPS), extruded polystyrene foam (XPS), polyisocyanurate foam, polyurethane foam, or be composite honeycomb (HSC). SIPs share the same structural properties as an I-beam or I-column. The rigid insulation core of the SIP acts as a web, while the sheathing fulfills the function of the flanges. SIPs combine several components of conventional building, such as studs and joists, insulation, vapor barrier and air barrier. They can be used for many different applications, such as exterior wall, roof, floor and foundation systems."
http://dbpedia.org/resource/Magnesium_oxide_wallboard,Magnesium oxide wallboard,"Magnesium oxide, more commonly called magnesia, is a versatile mineral that when used as part of a cement mixture and cast into thin cement panels under proper curing procedures and practices can be used in residential and commercial building construction. Some versions are suitable for a wide range of general building uses and for applications that require fire resistance, mold and mildew control, as well as sound control applications and many other benefits. As an environmentally friendly building material, magnesia board has strength and resistance due to very strong bonds between magnesium and oxygen atoms that form magnesium oxide crystals (with the chemical formula MgO). Magnesia boards are used in place of traditional gypsum drywall as wall and ceiling covering material and sheathing. It is also used in a number of other construction applications such as fascias, soffit, shaft-liner and area separation, wall sheathing, and as tile backing (backer board) or as substrates for coatings and insulated systems such as finish systems, EIFS, and some types of stucco. Magnesia cement board for building construction is available is various sizes and thickness. It is not a paperfaced material. It generally comes in a light gray, white or beige color. Numerous versions and value of grades exist including smooth face, rough texture, utility, versatile grades as well as different densities and strengths for different applications and uses. Presently various magnesia cement boards are widely used in Asia as a primary construction material. Some versions have been designated as the ‘official’ construction specified material of the 2008 Summer Olympics and some versions are used extensively on the inside and outside of all the walls, fireproofing beams, and as the sub-floor sheathing in one of the world's tallest buildings, Taipei 101, located in Taipei, Taiwan. Magnesia cement is manufactured in a number of areas around the world, primarily near areas where magnesia based ore (periclase) deposits are mined. Major deposits are found in China, Europe, and Canada. Magnesia ore deposits in the US are negligible. Estimates put the use of magnesia board products at around 8 million ft² in Asia alone. It is gaining popularity in the US, particularly near coastal regions."
http://dbpedia.org/resource/Rebar_spacer,Rebar spacer,"A rebar spacer is a device that secures the reinforcing steel or ""rebar"" in reinforced concrete structures as the rebar is assembled in place before the final concrete pour. The spacers are left in place for the pour to keep the reinforcing in place and become a part of the structure. The main categories of rebar spacers are: 
* Linear Spacers (Π-section profiles, H-section profiles, or other 3-dimensional shapes), 
* Point Spacers (wheel spacers, various tower or chair-like shapes) Rebar spacers can be divided into three raw materials categories: 1. 
* Concrete spacers 1. 
* Plastic spacers 1. 
* Metal spacers The concrete spacers have the advantage of the same raw material which will improve the water tightness and strength of the concrete. Plastic spacers have the advantage of low-cost production and fast processing."
http://dbpedia.org/resource/Staff_(building_material),Staff (building material),"Staff is a kind of artificial stone used for covering and ornamenting temporary buildings. It is chiefly made of powdered gypsum or plaster of Paris, with a little cement, glycerin, and dextrin, mixed with water until it is about as thick as molasses. When staff is cast in molds, it can form any shape. To strengthen it, coarse cloth or bagging, or fibers of hemp or jute, are put into the molds before casting. It becomes hard enough in about a half-hour to be removed and fastened on the building in construction. Staff may easily be bent, sawed, bored, or nailed. Its natural color is murky white, but it may be made to resemble any kind of stone. Staff was invented in France in about 1876 and was used in the construction and ornamentation of the buildings of the Paris Expositions of 1878 and of 1889. It was also largely used in the construction of the buildings of the World's Columbian Exposition at Chicago in 1893, at the Omaha and Buffalo Expositions in 1898 and 1901, at the Louisiana Purchase Exposition in 1904, and at later expositions, and on temporary buildings of other kinds."
http://dbpedia.org/resource/Strongback_(girder),Strongback (girder),"A strongback is a beam or girder which acts as a secondary support member to existing structure. A strongback in a staircase is usually ordinary two-by dimensional lumber attached to the staircase stringers to stiffen the assembly. In shipbuilding, a strongback, known as a waler is oriented lengthwise along a ship to brace across several frames to keep the frames square and plumb. In strongbacks (typically vertical) reinforce typically horizontal walers to provide additional support against hydrostatic pressure during concrete pours. Some rockets like the Antares (rocket), the Falcon 9 and the Falcon Heavy use a strongback to restrain the rocket prior to launch. This structure reclines several degrees away from the rocket to clear the launch, either at the moment of launch or in some case a few minutes before. 
* v 
* t 
* e"
http://dbpedia.org/resource/Tabby_concrete,Tabby concrete,"Tabby is a type of concrete made by burning oyster shells to create lime, then mixing it with water, sand, ash and broken oyster shells. Tabby was used by early Spanish settlers in present-day Florida, then by British colonists primarily in coastal South Carolina and Georgia. It is a man-made analogue of coquina, a naturally-occurring sedimentary rock derived from shells and also used for building. Revivals in the use of tabby spread northward and continued into the early 19th century. Tabby was normally protected with a coating of plaster or stucco."
http://dbpedia.org/resource/Masonry,Masonry,"Masonry is the building of structures from individual units, which are often laid in and bound together by mortar; the term masonry can also refer to the units themselves. The common materials of masonry construction are bricks, building stone such as marble, granite, and limestone, cast stone, concrete blocks, glass blocks, and adobe. Masonry is generally a highly durable form of construction. However, the materials used, the quality of the mortar and workmanship, and the pattern in which the units are assembled can substantially affect the durability of the overall masonry construction. A person who constructs masonry is called a mason or bricklayer. These are both classified as construction trades."
http://dbpedia.org/resource/Mass_concrete,Mass concrete,"Mass concrete is defined by American Concrete Institute Committee 207 as ""any volume of concrete with dimensions large enough to require that measures be taken to cope with the generation of heat from hydration of cement and attendant volume change to minimize cracking."" As interior temperature of mass concrete rises due to the process of cement hydration, the outer concrete may be cooling and contracting. If the temperature differs too much within the structure, the material can crack. The main factors influencing temperature variation in the mass concrete structure are: the size of the structure, the ambient temperature, the initial temperature of the concrete at time of placement and curing program, the cement type, and the cement contents in the mix. Mass concrete structures include massive mat foundations, dams, and other concrete structures with a width or depth exceeding three feet or one meter, (3 feet (1 m))."
http://dbpedia.org/resource/MasterFormat,MasterFormat,"MasterFormat is a standard for organizing specifications and other written information for commercial and institutional building projects in the U.S. and Canada. Sometimes referred to as the ""Dewey Decimal System"" of building construction, MasterFormat is a product of the Construction Specifications Institute (CSI) and Construction Specifications Canada (CSC). It provides a master list of Divisions, and Section numbers with associated titles within each Division, to organize information about a facility’s construction requirements and associated activities. MasterFormat is used throughout the construction industry to format specifications for construction contract documents. The purpose of this format is to assist the user in organizing information into distinct groups when creating contract documents, and to assist the user searching for specific information in consistent locations. The information contained in MasterFormat is organized in a standardized outline format within 50 Divisions (16 Divisions pre-2004). Each Division is subdivided into a number of Sections."
http://dbpedia.org/resource/Mathematical_tile,Mathematical tile,"Mathematical tiles are tiles which were used extensively as a building material in the southeastern counties of England—especially East Sussex and Kent—in the 18th and early 19th centuries. They were laid on the exterior of timber-framed buildings as an alternative to brickwork, which their appearance closely resembled. A distinctive black variety with a glazed surface was used on many buildings in Brighton (now part of the city of Brighton and Hove) from about 1760 onwards, and is considered a characteristic feature of the town's early architecture. Although the brick tax (1784–1850) was formerly thought to have encouraged use of mathematical tiles, in fact the tiles were subject to the same tax."
http://dbpedia.org/resource/Bamboo,Bamboo,"Bamboos are a diverse group of evergreen perennial flowering plants making up the subfamily Bambusoideae of the grass family Poaceae. Giant bamboos are the largest members of the grass family. The origin of the word ""bamboo"" is uncertain, but it probably comes from the Dutch or Portuguese language, which originally borrowed it from Malay or Kannada. In bamboo, as in other grasses, the internodal regions of the stem are usually hollow and the vascular bundles in the cross-section are scattered throughout the stem instead of in a cylindrical arrangement. The dicotyledonous woody xylem is also absent. The absence of secondary growth wood causes the stems of monocots, including the palms and large bamboos, to be columnar rather than tapering. Bamboos include some of the fastest-growing plants in the world, due to a unique rhizome-dependent system. Certain species of bamboo can grow 91 centimetres (36 inches) within a 24-hour period, at a rate of almost 40 millimetres (1+1⁄2 in) an hour (equivalent to 1 mm every 90 seconds). This rapid growth and tolerance for marginal land, make bamboo a good candidate for afforestation, carbon sequestration and climate change mitigation. Bamboo is versatile and has notable economic and cultural significance in South Asia, Southeast Asia, Indonesia, and East Asia, being used for building materials, as a food source, and as a raw product, and depicted often in arts, such as in bamboo paintings and bambooworking. Bamboo, like wood, is a natural composite material with a high strength-to-weight ratio useful for structures. Bamboo's strength-to-weight ratio is similar to timber, and its strength is generally similar to a strong softwood or hardwood timber."
http://dbpedia.org/resource/Thuja_plicata,Thuja plicata,"Thuja plicata is an evergreen coniferous tree in the cypress family Cupressaceae, native to western North America. Its common name is western redcedar (western red cedar in the UK), and it is also called Pacific redcedar, giant arborvitae, western arborvitae, just cedar, giant cedar, or shinglewood. It is not a true cedar of the genus Cedrus."
